timestamp,tx_bandwidth_hz,forced_center_hz,occupied_channels,chosen_channel,chosen_freq_hz,hopped_this_cycle,reaction_time_s
2026-09-17 19:00:10,10000000.0,,8;9;10;11,1,2412000000.0,False,1.104
2026-09-17 19:00:12,10000000.0,,8;9;10;11,1,2412000000.0,False,1.116
2026-09-17 19:00:14,10000000.0,,8;9;10;11,1,2412000000.0,False,1.116
2026-09-17 19:00:16,10000000.0,,8;9;10;11;12,1,2412000000.0,False,1.107
2026-09-17 19:00:18,10000000.0,,8;9;10;11;12;13,1,2412000000.0,False,1.117
2026-09-17 19:00:20,10000000.0,,8;9;10;11,1,2412000000.0,False,1.105
2026-09-17 19:00:22,10000000.0,,8;9;10;11,1,2412000000.0,False,1.127
2026-09-17 19:00:24,10000000.0,,8;9;10;11;12,1,2412000000.0,False,1.114
2026-09-17 19:00:26,10000000.0,,8;9;10;11,1,2412000000.0,False,1.110
2026-09-17 19:00:28,10000000.0,,8;9;10;11,1,2412000000.0,False,1.117
2026-09-17 19:00:30,10000000.0,,8;9;10;11;12;13,1,2412000000.0,False,1.119
2026-09-17 19:00:32,10000000.0,,8;9;10;11,1,2412000000.0,False,1.132
2026-09-17 19:00:34,10000000.0,,8;9;10;11,1,2412000000.0,False,1.106
2026-09-17 19:00:36,10000000.0,,8;9;10;11;12,1,2412000000.0,False,1.121
2026-09-17 19:00:38,10000000.0,,8;9;10;11,1,2412000000.0,False,1.113
2026-09-17 19:00:40,10000000.0,,8;9;10;11,1,2412000000.0,False,1.116
2026-09-17 19:00:42,10000000.0,,8;9;10;11,1,2412000000.0,False,1.114
2026-09-17 19:00:44,10000000.0,,8;9;10;11,1,2412000000.0,False,1.108
2026-09-17 19:00:46,10000000.0,,8;9;10;11;12,1,2412000000.0,False,1.120
2026-09-17 19:01:52,5000000.0,,8;9;10;11,1,2412000000.0,True,1.364
2026-09-17 19:01:54,5000000.0,,8;9;10;11,1,2412000000.0,False,1.104
2026-09-17 19:01:56,5000000.0,,8;9;10;11,1,2412000000.0,False,1.114
2026-09-17 19:01:58,5000000.0,,8;9;10;11,1,2412000000.0,False,1.105
2026-09-17 19:02:00,5000000.0,,8;9;10;11,1,2412000000.0,False,1.109
2026-09-17 19:02:02,5000000.0,,8;9;10;11;12;13,1,2412000000.0,False,1.113
2026-09-17 19:02:04,5000000.0,,8;9;10;11,1,2412000000.0,False,1.105
2026-09-17 19:02:06,5000000.0,,8;9;10;11;12;13,1,2412000000.0,False,1.119
2026-09-17 19:02:08,5000000.0,,8;9;10;11,1,2412000000.0,False,1.129
2026-09-17 19:02:10,5000000.0,,8;9;10;11,1,2412000000.0,False,1.117
2026-09-17 19:02:12,5000000.0,,8;9;10;11,1,2412000000.0,False,1.163
2026-09-17 19:02:14,5000000.0,,8;9;10;11,1,2412000000.0,False,1.151
2026-09-17 19:02:16,5000000.0,,8;9;10;11;12,1,2412000000.0,False,1.113
2026-09-17 19:02:18,5000000.0,,8;9;10;11,1,2412000000.0,False,1.119
2026-09-17 19:02:20,5000000.0,,8;9;10;11,1,2412000000.0,False,1.114
2026-09-17 19:02:22,5000000.0,,8;9;10;11,1,2412000000.0,False,1.123
2026-09-17 19:02:24,5000000.0,,8;9;10;11,1,2412000000.0,False,1.109
2026-09-17 19:02:26,5000000.0,,8;9;10;11,1,2412000000.0,False,1.136
2026-09-17 19:02:28,5000000.0,,8;9;10;11,1,2412000000.0,False,1.126
2026-09-17 19:02:30,5000000.0,,8;9;10;11,1,2412000000.0,False,1.109
2026-09-17 19:05:40,20000000.0,2412000000.0,8;9;10;11,1,2412000000.0,True,1.446
2026-09-17 19:05:41,20000000.0,2412000000.0,8;9;10;11,1,2412000000.0,False,1.192
2026-09-17 19:05:43,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.158
2026-09-17 19:05:45,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.215
2026-09-17 19:05:47,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.190
2026-09-17 19:05:49,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.151
2026-09-17 19:05:51,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.203
2026-09-17 19:05:53,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.195
2026-09-17 19:05:55,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.199
2026-09-17 19:05:57,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.197
2026-09-17 19:05:59,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.258
2026-09-17 19:06:01,20000000.0,2412000000.0,8;9;10;11;12;13,1,2412000000.0,False,1.180
2026-09-17 19:06:03,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.196
2026-09-17 19:06:05,20000000.0,2412000000.0,8;9;10;11;12;13,1,2412000000.0,False,1.225
2026-09-17 19:06:07,20000000.0,2412000000.0,8;9;10;11;12;13,1,2412000000.0,False,1.211
2026-09-17 19:06:09,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.204
2026-09-17 19:06:11,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.186
2026-09-17 19:06:13,20000000.0,2412000000.0,8;9;10;11;12,1,2412000000.0,False,1.220
2026-09-17 19:07:16,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,True,1.410
2026-09-17 19:07:18,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.137
2026-09-17 19:07:20,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.214
2026-09-17 19:07:22,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.221
2026-09-17 19:07:24,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.197
2026-09-17 19:07:26,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.215
2026-09-17 19:07:28,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.238
2026-09-17 19:07:30,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.194
2026-09-17 19:07:32,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.197
2026-09-17 19:07:34,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.196
2026-09-17 19:07:36,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.196
2026-09-17 19:07:38,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.169
2026-09-17 19:07:40,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.213
2026-09-17 19:07:42,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.191
2026-09-17 19:07:44,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.211
2026-09-17 19:07:46,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.188
2026-09-17 19:07:48,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.199
2026-09-17 19:07:50,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.202
2026-09-17 19:15:11,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,True,1.478
2026-09-17 19:15:12,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.188
2026-09-17 19:15:15,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.254
2026-09-17 19:15:17,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.202
2026-09-17 19:15:19,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.203
2026-09-17 19:15:21,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.193
2026-09-17 19:15:23,10000000.0,2452000000.0,8;9;10;11;12,9,2452000000.0,False,1.227
2026-09-17 19:15:25,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.186
2026-09-17 19:15:26,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.177
2026-09-17 19:15:29,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.243
2026-09-17 19:15:31,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.244
2026-09-17 19:15:33,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.226
2026-09-17 19:15:35,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.187
2026-09-17 19:15:36,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.162
2026-09-17 19:15:39,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.210
2026-09-17 19:15:40,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.161
2026-09-17 19:15:43,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.210
2026-09-17 19:15:45,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.180
2026-09-17 19:17:15,5000000.0,2452000000.0,1;2;8;9;10;11;12;13,9,2452000000.0,True,1.414
2026-09-17 19:17:17,5000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.159
2026-09-17 19:17:19,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.234
2026-09-17 19:17:21,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.195
2026-09-17 19:17:23,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.202
2026-09-17 19:17:25,5000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.245
2026-09-17 19:17:27,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.156
2026-09-17 19:17:29,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.209
2026-09-17 19:17:31,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.202
2026-09-17 19:17:33,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.225
2026-09-17 19:17:35,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.234
2026-09-17 19:17:37,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.184
2026-09-17 19:17:39,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.190
2026-09-17 19:17:41,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.198
2026-09-17 19:17:43,5000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.158
2026-09-17 19:17:45,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.230
2026-09-17 19:17:47,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.244
2026-09-17 19:17:49,5000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.210
2026-09-17 19:27:56,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,True,1.446
2026-09-17 19:27:58,20000000.0,2452000000.0,1;2;8;9;10;11,9,2452000000.0,False,1.189
2026-09-17 19:28:00,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.230
2026-09-17 19:28:02,20000000.0,2452000000.0,8;9;10;11;12,9,2452000000.0,False,1.211
2026-09-17 19:28:04,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.224
2026-09-17 19:28:06,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.205
2026-09-17 19:28:08,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.190
2026-09-17 19:28:10,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.175
2026-09-17 19:28:12,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.180
2026-09-17 19:28:14,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.214
2026-09-17 19:28:16,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.234
2026-09-17 19:28:18,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.193
2026-09-17 19:28:20,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.241
2026-09-17 19:28:22,20000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.229
2026-09-17 19:28:24,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.206
2026-09-17 19:28:26,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.174
2026-09-17 19:28:28,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.209
2026-09-17 19:28:30,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.215
2026-09-17 19:30:25,20000000.0,2452000000.0,1;2;3;4;5;6;7;8;9;10;11;12,9,2452000000.0,True,1.424
2026-09-17 19:30:27,20000000.0,2452000000.0,1;2;3;4;5;6;7;8;9;10;11,9,2452000000.0,False,1.160
2026-09-17 19:30:29,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.213
2026-09-17 19:30:31,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.219
2026-09-17 19:30:33,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.192
2026-09-17 19:30:35,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.277
2026-09-17 19:30:37,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.255
2026-09-17 19:30:39,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.214
2026-09-17 19:30:41,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.226
2026-09-17 19:30:43,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.217
2026-09-17 19:30:45,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.177
2026-09-17 19:30:47,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.214
2026-09-17 19:30:49,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.226
2026-09-17 19:30:51,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.228
2026-09-17 19:30:53,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.190
2026-09-17 19:30:55,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.242
2026-09-17 19:30:57,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.218
2026-09-17 19:30:59,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.174
2026-09-17 19:32:52,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,True,1.445
2026-09-17 19:32:54,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.139
2026-09-17 19:32:56,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.258
2026-09-17 19:32:58,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.178
2026-09-17 19:33:00,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.199
2026-09-17 19:33:02,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.182
2026-09-17 19:33:04,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.147
2026-09-17 19:33:06,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.168
2026-09-17 19:33:08,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.196
2026-09-17 19:33:10,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.194
2026-09-17 19:33:12,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.194
2026-09-17 19:33:14,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.244
2026-09-17 19:33:16,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.169
2026-09-17 19:33:18,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.222
2026-09-17 19:33:20,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.163
2026-09-17 19:33:22,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.202
2026-09-17 19:33:24,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.164
2026-09-17 19:33:26,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.150
2026-09-17 19:36:15,20000000.0,2452000000.0,7;8;9;10;11,9,2452000000.0,True,1.406
2026-09-17 19:36:16,20000000.0,2452000000.0,7;8;9;10;11,9,2452000000.0,False,1.198
2026-09-17 19:36:18,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.221
2026-09-17 19:36:20,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.242
2026-09-17 19:36:22,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.204
2026-09-17 19:36:24,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.210
2026-09-17 19:36:26,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.203
2026-09-17 19:36:28,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.214
2026-09-17 19:36:30,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.244
2026-09-17 19:36:32,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.169
2026-09-17 19:36:34,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.145
2026-09-17 19:36:36,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.165
2026-09-17 19:36:38,20000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.193
2026-09-17 19:36:40,20000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.181
2026-09-17 19:36:42,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.209
2026-09-17 19:36:44,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.199
2026-09-17 19:36:46,20000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.178
2026-09-17 19:36:48,20000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.223
2026-09-17 19:37:52,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,True,1.441
2026-09-17 19:37:53,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.137
2026-09-17 19:37:55,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.239
2026-09-17 19:37:57,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.187
2026-09-17 19:37:59,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.202
2026-09-17 19:38:01,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.186
2026-09-17 19:38:03,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.139
2026-09-17 19:38:05,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.197
2026-09-17 19:38:07,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.175
2026-09-17 19:38:09,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.158
2026-09-17 19:38:11,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.226
2026-09-17 19:38:13,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.175
2026-09-17 19:38:15,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.192
2026-09-17 19:38:17,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.235
2026-09-17 19:38:19,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.204
2026-09-17 19:38:21,10000000.0,2452000000.0,8;9;10;11;12,9,2452000000.0,False,1.225
2026-09-17 19:38:23,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.159
2026-09-17 19:38:25,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.225
2026-09-17 19:39:00,10000000.0,2452000000.0,1;2;3;8;9;10;11;12;13,9,2452000000.0,True,1.392
2026-09-17 19:39:02,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.154
2026-09-17 19:39:04,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.221
2026-09-17 19:39:06,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.146
2026-09-17 19:39:08,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.226
2026-09-17 19:39:10,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.214
2026-09-17 19:39:12,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.229
2026-09-17 19:39:14,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.226
2026-09-17 19:39:16,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.212
2026-09-17 19:39:18,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.156
2026-09-17 19:39:20,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.204
2026-09-17 19:39:22,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.187
2026-09-17 19:39:24,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.229
2026-09-17 19:39:26,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.147
2026-09-17 19:39:28,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.232
2026-09-17 19:39:30,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.213
2026-09-17 19:39:32,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.181
2026-09-17 19:39:34,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.188
2026-09-17 19:40:28,10000000.0,2452000000.0,1;2;3;8;9;10;11,9,2452000000.0,True,1.441
2026-09-17 19:40:30,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.161
2026-09-17 19:40:32,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.217
2026-09-17 19:40:34,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.193
2026-09-17 19:40:36,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.223
2026-09-17 19:40:38,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.182
2026-09-17 19:40:40,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.172
2026-09-17 19:40:42,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.155
2026-09-17 19:40:44,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.197
2026-09-17 19:40:46,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.221
2026-09-17 19:40:48,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.216
2026-09-17 19:40:50,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.238
2026-09-17 19:40:52,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.208
2026-09-17 19:40:54,10000000.0,2452000000.0,8;9;10;11;12,9,2452000000.0,False,1.231
2026-09-17 19:40:56,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.199
2026-09-17 19:40:58,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.156
2026-09-17 19:41:00,10000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.226
2026-09-17 19:41:02,10000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.184
2026-09-17 19:43:39,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,True,1.398
2026-09-17 19:43:41,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.140
2026-09-17 19:43:43,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.202
2026-09-17 19:43:45,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.183
2026-09-17 19:43:47,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.218
2026-09-17 19:43:49,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.206
2026-09-17 19:43:51,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.234
2026-09-17 19:43:53,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.168
2026-09-17 19:43:55,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.256
2026-09-17 19:43:57,5000000.0,2452000000.0,8;9;10;11;12;13,9,2452000000.0,False,1.165
2026-09-17 19:43:59,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.217
2026-09-17 19:44:01,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.228
2026-09-17 19:44:03,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.193
2026-09-17 19:44:05,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.183
2026-09-17 19:44:07,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.218
2026-09-17 19:44:09,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.241
2026-09-17 19:44:11,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.163
2026-09-17 19:44:13,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.214
2026-09-17 19:45:19,5000000.0,2452000000.0,1;8;9;10;11,9,2452000000.0,True,1.450
2026-09-17 19:45:21,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.167
2026-09-17 19:45:23,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.178
2026-09-17 19:45:25,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.186
2026-09-17 19:45:27,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.150
2026-09-17 19:45:29,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.211
2026-09-17 19:45:31,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.230
2026-09-17 19:45:33,5000000.0,2452000000.0,8;9;10;11,9,2452000000.0,False,1.195
